timestamp,device,tag_id,seq,rx_power,fp_power,fp_rx_ratio,quality,reply_delay
2026-02-19T21:40:07.154,A1,1,19,-69.0,-88.7,-19.7,274.33,609262515
2026-02-19T21:40:07.649,A1,1,20,-72.0,-88.8,-16.8,421.08,419169601
2026-02-19T21:40:08.191,A1,1,21,-70.7,-86.3,-15.5,401.78,349898121
2026-02-19T21:40:08.732,A1,1,22,-69.1,-79.8,-10.7,477.0,668687347
2026-02-19T21:40:09.331,A1,1,23,-69.0,-80.3,-11.3,378.93,668213387
2026-02-19T21:40:09.691,A1,1,24,-69.7,-81.8,-12.1,448.48,456434929
2026-02-19T21:40:10.231,A1,1,25,-69.1,-80.8,-11.7,529.88,412023176
2026-02-19T21:40:10.772,A1,1,26,-69.6,-82.1,-12.4,352.68,535182651
2026-02-19T21:40:11.190,A1,1,27,-69.4,-81.5,-12.1,346.88,349426543
2026-02-19T21:40:11.730,A1,1,28,-70.1,-80.8,-10.7,426.16,607085504
2026-02-19T21:40:12.271,A1,1,29,-69.2,-80.8,-11.5,424.9,519416028
2026-02-19T21:40:12.689,A1,1,30,-69.5,-80.9,-11.4,426.41,345600643
2026-02-19T21:40:13.170,A1,1,31,-70.0,-83.0,-13.0,382.2,622416891
2026-02-19T21:40:13.710,A1,1,32,-68.5,-78.9,-10.4,434.65,480873916
2026-02-19T21:40:14.250,A1,1,33,-68.3,-79.7,-11.3,448.58,346770783
2026-02-19T21:40:14.731,A1,1,34,-68.1,-80.2,-12.1,434.25,544953787
2026-02-19T21:40:15.270,A1,1,35,-67.6,-79.7,-12.0,428.98,523784729
2026-02-19T21:40:15.750,A1,1,36,-68.0,-80.9,-13.0,304.1,346902463
2026-02-19T21:40:16.170,A1,1,37,-67.1,-79.9,-12.8,375.02,549506055
2026-02-19T21:40:16.769,A1,1,38,-68.6,-80.6,-12.0,400.12,383146791
2026-02-19T21:40:17.251,A1,1,39,-67.9,-81.0,-13.1,268.11,670502337
2026-02-19T21:40:17.790,A1,1,40,-66.9,-80.7,-13.8,484.08,554346794
2026-02-19T21:40:18.269,A1,1,41,-70.0,-83.4,-13.5,374.42,677570227
2026-02-19T21:40:18.750,A1,1,42,-68.7,-81.8,-13.1,359.88,459358473
2026-02-19T21:40:19.231,A1,1,43,-67.8,-80.1,-12.3,339.21,456779866
2026-02-19T21:40:19.709,A1,1,44,-66.6,-82.0,-15.4,375.93,420224032
2026-02-19T21:40:20.250,A1,1,45,-67.3,-80.6,-13.3,318.77,673734368
2026-02-19T21:40:20.670,A1,1,46,-67.1,-79.6,-12.6,398.52,477199261
